 
****************************************
Report : reference
Design : fifo
Version: B-2008.09-SP3
Date   : Wed Mar  2 13:00:04 2016
****************************************

Attributes:
    b - black box (unknown)
   bo - allows boundary optimization
    d - dont_touch
   mo - map_only
    h - hierarchical
    n - noncombinational
    r - removable
    s - synthetic operator
    u - contains unmapped logic

Reference          Library       Unit Area   Count    Total Area   Attributes
-----------------------------------------------------------------------------
AND2X1             gscl45nm       2.346500     322    755.572974  
mux4to1_42                       20.649200       1     20.649200  h
mux4to1_43                       20.649200       1     20.649200  h
mux4to1_44                       20.649200       1     20.649200  h
mux4to1_45                       20.649200       1     20.649200  h
mux4to1_46                       20.649200       1     20.649200  h
mux4to1_47                       20.649200       1     20.649200  h
mux4to1_48                       20.649200       1     20.649200  h
mux4to1_49                       22.057100       1     22.057100  h
mux4to1_50                       22.057100       1     22.057100  h
mux4to1_51                       22.057100       1     22.057100  h
mux4to1_52                       22.057100       1     22.057100  h
mux4to1_53                       20.649200       1     20.649200  h
mux4to1_54                       20.649200       1     20.649200  h
mux4to1_55                       20.649200       1     20.649200  h
mux4to1_56                       20.649200       1     20.649200  h
mux4to1_57                       20.649200       1     20.649200  h
mux4to1_58                       20.649200       1     20.649200  h
mux4to1_59                       20.649200       1     20.649200  h
mux4to1_60                       20.649200       1     20.649200  h
mux4to1_61                       20.649200       1     20.649200  h
mux4to1_62                       20.649200       1     20.649200  h
mux4to1_63                       20.649200       1     20.649200  h
-----------------------------------------------------------------------------
Total 151 references                                 8721.471010
1
